iter	MAPE	RMSE
128	0.2084376938	2275.341248
129	0.2081663147	2272.405403
130	0.2078168421	2268.099088
131	0.2074895763	2266.850426
132	0.2075086257	2264.292485
133	0.2072808407	2262.961274
134	0.2070175374	2261.521965
135	0.2069915636	2257.611168
136	0.2069784345	2255.319442
137	0.2066509856	2252.887416
138	0.2064991745	2250.516075
139	0.2064625806	2249.764574
140	0.2062116632	2244.734755
141	0.2055326372	2243.43032
142	0.2051716126	2240.664944
143	0.2047357221	2237.17696
144	0.2043771293	2232.6839
145	0.2043496493	2230.806199
146	0.2042678004	2227.902496
147	0.2042466934	2225.554242
148	0.2038802446	2224.022079
149	0.2037628489	2219.775601
150	0.2036927078	2218.030819
151	0.203265809	2215.396863
152	0.2030453871	2209.801042
153	0.202886177	2205.560563
154	0.2027767915	2204.859118
155	0.2023775145	2203.89356
156	0.2021891443	2197.515204
157	0.2021487465	2194.419066
158	0.2018360396	2191.907656
159	0.2017662352	2189.739427
160	0.2015077673	2188.080079
161	0.201307488	2187.000403
162	0.2011096819	2185.604009
163	0.200762648	2184.263058
164	0.2007342073	2181.853017
165	0.2006132423	2179.896291
166	0.200627779	2178.151068
167	0.2004647997	2175.683904
168	0.2002819433	2173.75616
169	0.2002315144	2171.009329
170	0.1999864854	2169.971852
171	0.1995423916	2169.053692
172	0.1993993202	2166.336049
173	0.1991008469	2165.039616
174	0.1988979277	2163.132312
175	0.1987881485	2161.106792
176	0.1987737495	2158.497583
177	0.1988447885	2155.787575
178	0.1988327549	2154.238241
179	0.1986025947	2152.176857
180	0.1985065178	2150.272827
181	0.1982613356	2147.801778
182	0.1980955713	2146.313799
183	0.1977400189	2143.985855
184	0.1977300886	2142.682259
185	0.1977457805	2141.067578
186	0.19771453	2139.654989
187	0.1973500068	2138.339666
188	0.196861937	2137.473067
189	0.1967626335	2135.651872
190	0.1965670047	2134.060902
191	0.1965056159	2132.388823
192	0.1963535678	2130.462866
193	0.19637129	2128.945906
194	0.1960903228	2125.012933
195	0.1961041646	2124.150415
196	0.1960033162	2121.288434
197	0.1958465941	2120.329265
198	0.1957808416	2118.978047
199	0.1957400979	2117.471868
200	0.1956775507	2116.015153
201	0.1952756358	2114.867231
202	0.1950984698	2113.102861
203	0.1950342666	2110.607049
204	0.1948873649	2109.933928
205	0.1948239429	2108.242058
206	0.1946367	2105.906418
207	0.1944603103	2103.369535
208	0.1945050478	2102.007632
209	0.1943931751	2098.713538
210	0.1943222578	2098.121109
211	0.1940393523	2097.289384
212	0.1940771865	2095.719958
213	0.1940441485	2094.137482
214	0.1938753701	2093.281411
215	0.1937674908	2090.280986
216	0.1936207574	2088.280697
217	0.1930463564	2086.073298
218	0.1927768747	2084.904814
219	0.1927841698	2083.503664
220	0.1926604411	2082.090039
221	0.1924742259	2081.406966
222	0.1922618735	2079.602913
223	0.1920806765	2075.921663
224	0.1920289154	2074.328846
225	0.19183059	2072.676196
226	0.1916098446	2071.962399
227	0.1914844953	2069.946237
228	0.1912811742	2068.631272
229	0.1911888972	2067.329743
230	0.1912137234	2066.580494
231	0.1911423234	2065.536245
232	0.1908374581	2065.170329
233	0.1906134836	2063.965299
234	0.1905051767	2061.977933
235	0.1905378513	2060.15691
236	0.1905323279	2059.001834
237	0.1903543056	2057.156936
238	0.1899665114	2055.887741
239	0.189841957	2054.781708
240	0.1898364206	2053.887684
241	0.189702045	2052.877395
242	0.1893228573	2051.770249
243	0.1891608898	2048.683301
244	0.1890366207	2047.786634
245	0.1889890651	2046.379602
246	0.1887740208	2044.910122
247	0.1886855397	2044.293597
248	0.1883452161	2043.777426
249	0.1881546962	2042.982019
250	0.1881156112	2042.187303
251	0.1879389264	2041.287387
252	0.1876318546	2038.825992
253	0.187513179	2037.584925
254	0.1873788126	2036.129959
255	0.1872701836	2035.251459
256	0.1872185072	2034.187315
257	0.1870942301	2033.398001
258	0.1869985047	2031.864537
259	0.1865453611	2031.213816
260	0.1864148462	2030.660419
261	0.1863573466	2030.068962
262	0.1861899604	2029.537902
263	0.1859700566	2028.343114
264	0.1858641182	2026.997009
265	0.1856715061	2026.166302
266	0.1856066771	2025.729347
267	0.1855996202	2023.976639
268	0.1855003871	2023.139875
269	0.185430936	2022.356758
270	0.1853354188	2020.045889
271	0.1852020291	2019.51353
272	0.185087986	2018.642035
273	0.1850237793	2017.168756
274	0.1849367556	2016.62702
275	0.1848733588	2016.207759
276	0.1848589702	2015.419698
277	0.1847731823	2013.76965
278	0.1847068507	2012.391125
279	0.1847194353	2011.166098
280	0.1845147958	2010.605938
281	0.1844510461	2009.413192
282	0.18428894	2008.573122
283	0.1842704083	2007.713072
284	0.1842155147	2005.409622
285	0.1841548549	2004.178592
286	0.1841220621	2003.598647
287	0.184109321	2002.175876
288	0.1840444258	2001.078526
289	0.1840567015	2000.267501
290	0.1840324498	1998.33539
291	0.1839401508	1996.913904
292	0.1837512329	1996.105133
293	0.1835277073	1995.704388
294	0.1835392611	1994.18011
295	0.1834373626	1992.779575
296	0.1834282655	1992.133945
297	0.1834172697	1991.422274
298	0.1833656726	1990.393851
299	0.1833075998	1989.260393
300	0.1832781366	1988.749643
301	0.1830542789	1988.374678
302	0.183027637	1987.667655
303	0.1828895146	1987.226562
304	0.1827556366	1986.759804
305	0.1827105243	1986.247378
306	0.1826688525	1984.230077
307	0.182668771	1983.922074
308	0.1824886087	1983.167397
309	0.1824815351	1982.438472
310	0.1824245498	1981.624397
311	0.1821360084	1979.191334
312	0.1820827834	1978.492077
313	0.1820378466	1977.10534
314	0.1820493538	1976.186909
315	0.1820404667	1975.228854
316	0.1819354546	1974.384337
317	0.1817103209	1973.634145
318	0.1815898612	1972.87786
319	0.1815853025	1972.562727
320	0.1813877682	1970.969156
321	0.1813699201	1970.540533
322	0.1812531911	1970.043384
323	0.1810265966	1969.643403
324	0.1809906772	1969.356228
325	0.1809358839	1968.673496
326	0.1807820414	1968.116281
327	0.1811510767	1967.353371
328	0.1810043795	1966.012118
329	0.1808886882	1965.3449
330	0.1808873862	1964.998462
331	0.1808258812	1964.30677
332	0.1807978109	1963.74612
333	0.1805669442	1962.066416
334	0.1804673062	1961.031243
335	0.18043731	1960.5536
336	0.1803646698	1959.883027
337	0.1802517483	1958.580953
338	0.1801184872	1958.307476
339	0.180042923	1956.829014
340	0.1800195479	1955.946116
341	0.1800237921	1955.308775
342	0.179978198	1954.494729
343	0.1799283557	1953.97536
344	0.1798966285	1953.144075
345	0.179833268	1952.718278
346	0.1798163795	1951.747712
347	0.1797288053	1951.047296
348	0.179717083	1949.758435
349	0.1797046964	1949.373728
350	0.1796999121	1947.193267
351	0.1796779332	1946.695491
352	0.1795836733	1945.984089
353	0.179565601	1945.357259
354	0.1795256748	1944.638849
355	0.1796025973	1944.123012
356	0.179484689	1942.854695
357	0.1794374537	1941.3108
358	0.1793311239	1940.182608
359	0.1791891234	1939.17336
360	0.1791163134	1937.836796
361	0.1790506027	1936.804115
362	0.1790180246	1935.990724
363	0.1791071384	1934.915698
364	0.1789945053	1933.943609
365	0.1789884913	1933.704622
366	0.1789688216	1932.645449
367	0.1789281523	1931.798611
368	0.1788975238	1931.260319
369	0.1788892495	1930.673518
370	0.1788163986	1930.068259
371	0.1787396286	1929.356724
372	0.1785901301	1928.504498
373	0.178631583	1928.090471
374	0.1786002933	1927.831142
375	0.178456619	1927.322617
376	0.1782921923	1926.853173
377	0.1782673352	1926.118177
378	0.1783674933	1925.659126
379	0.1782648782	1925.093854
380	0.1781464562	1924.713321
381	0.178109631	1923.936773
382	0.1780495424	1923.679088
383	0.1781230022	1923.320083
384	0.1780973232	1922.101676
385	0.1780277807	1921.029204
386	0.1777064001	1920.480982
387	0.1776948789	1920.034489
388	0.1776539391	1919.52532
389	0.1775903883	1919.058905
390	0.1773890636	1918.744593
391	0.1772908326	1917.276278
392	0.1772445094	1916.110772
393	0.1772426067	1915.673635
394	0.1771233896	1915.016824
395	0.1771084613	1914.540957
396	0.1771064348	1913.823876
397	0.1770431545	1912.71166
398	0.1770325367	1912.093479
399	0.176914365	1911.690715
400	0.1768398764	1911.140055
401	0.1768457014	1910.632073
402	0.1768423485	1910.179517
403	0.176832674	1909.516249
404	0.1768067584	1909.32026
405	0.17681104	1908.443058
406	0.1767798095	1907.98393
407	0.1767403215	1906.699458
408	0.1766994287	1906.382654
409	0.1766348629	1905.112108
410	0.1766305247	1904.783144
411	0.1766514848	1904.345166
412	0.1765719013	1902.985855
413	0.1764981047	1902.640741
414	0.1764208107	1901.934461
415	0.1763278933	1901.548033
416	0.1762299004	1900.941224
417	0.1761480597	1900.628787
418	0.1761624847	1900.09313
419	0.1761575919	1899.415013
420	0.1761052635	1898.383784
421	0.1760037494	1897.852278
422	0.175842335	1897.3692
423	0.1755985461	1896.903673
424	0.1755841618	1896.678501
425	0.1755138514	1896.196345
426	0.175456971	1895.906774
427	0.1754265301	1895.467658
428	0.1753879438	1895.0559
429	0.1753847139	1894.724476
430	0.1753529844	1894.341222
431	0.1753195142	1893.730204
432	0.1752695365	1893.524888
433	0.1751377831	1892.847545
434	0.1750714613	1892.251018
435	0.1750362696	1891.345608
436	0.1749817307	1890.873968
437	0.1749522696	1889.981013
438	0.1750265503	1889.496503
439	0.1750115623	1888.902452
440	0.1749117243	1888.435941
441	0.174820638	1888.128963
442	0.1748605259	1887.385955
443	0.1747463144	1887.03272
444	0.1747106415	1886.423483
445	0.1747006233	1885.95133
446	0.1746845027	1885.538178
447	0.1746810652	1885.106127
448	0.1745496074	1884.711049
449	0.1744597638	1884.286879
450	0.1742924081	1883.84184
451	0.174106422	1883.316544
452	0.1740821971	1882.599141
453	0.1740572133	1882.23375
454	0.1739747718	1881.876939
455	0.1739505162	1881.500969
456	0.1739004271	1881.049073
457	0.1737931685	1880.817303
458	0.1737696108	1880.561152
459	0.173740747	1880.031191
460	0.173718642	1879.731445
461	0.1737110405	1879.169646
462	0.173638714	1878.766967
463	0.1736236802	1878.308217
464	0.1736360633	1878.106768
465	0.1734713843	1877.643869
466	0.1734479979	1876.959438
467	0.1734440884	1876.66046
468	0.173421908	1875.957897
469	0.1733536748	1875.706353
470	0.1733318205	1875.489628
471	0.1733326061	1875.217597
472	0.1732787271	1875.005077
473	0.1732793463	1874.364031
474	0.1732739261	1874.168388
475	0.1732756125	1873.738833
476	0.1732479749	1873.032531
477	0.1732421466	1872.625711
478	0.1732213295	1871.816891
479	0.1731179796	1871.239065
480	0.1730492381	1870.991179
481	0.1730756088	1870.175649
482	0.1730653298	1869.663388
483	0.1729930712	1869.247922
484	0.1729625801	1868.772824
485	0.1729683927	1868.341268
486	0.1730207384	1867.900155
487	0.1729978677	1867.650156
488	0.1729918992	1867.292251
489	0.1729795334	1866.646032
490	0.172902827	1866.355717
491	0.1728688113	1865.515758
492	0.172910129	1865.13016
493	0.1728889374	1864.976368
494	0.172865385	1864.801744
495	0.1728390701	1864.233466
496	0.172789133	1863.98701
497	0.1727886665	1863.202644
498	0.1727339604	1862.767014
499	0.1726550354	1862.056595
500	0.172706554	1861.595985
501	0.1726758277	1860.930206
502	0.1726085895	1860.438624
503	0.1726067485	1859.598242
504	0.1725214796	1859.277818
505	0.1725226034	1859.194498
506	0.1725025883	1858.622792
507	0.1725086533	1858.289199
508	0.1724186156	1857.343321
509	0.1723656662	1857.090597
510	0.1723306316	1856.11601
511	0.1722730875	1854.853812
512	0.1726415632	1854.487708
513	0.1726282432	1854.204034
514	0.1726293329	1853.934217
515	0.1726174594	1853.48379
516	0.1726107715	1853.121078
517	0.1726017259	1852.608355
518	0.1725383453	1851.662601
519	0.1725159393	1850.92127
520	0.1724880445	1850.700504
521	0.172466949	1850.174535
522	0.1723651312	1849.441614
523	0.1723692402	1848.937485
524	0.1723852952	1848.803858
525	0.1723731615	1848.618053
526	0.1723484857	1848.505149
527	0.1722842062	1847.950826
528	0.1722800313	1847.764924
529	0.1721506633	1847.333786
530	0.1720669028	1846.593349
531	0.1720268243	1846.236724
532	0.1720370276	1845.741515
533	0.1720169352	1845.407563
534	0.1719926064	1844.552721
535	0.1719894177	1844.189147
536	0.1719018166	1843.766147
537	0.1718324984	1843.025871
538	0.1718234286	1842.815693
539	0.1717485764	1842.1698
540	0.1717321239	1841.756459
541	0.1717175733	1841.539658
542	0.1716221925	1841.283269
543	0.1715133835	1840.554851
544	0.1715042122	1839.767841
545	0.1714273349	1839.530701
546	0.1712891598	1839.231146
547	0.1712688719	1839.047813
548	0.1712431653	1838.509905
549	0.1712099788	1837.993124
550	0.171123118	1837.590962
551	0.1710864992	1837.339218
552	0.1710837081	1837.11105
553	0.1710747428	1836.819121
554	0.1710613335	1836.511849
555	0.1710424816	1836.251732
556	0.1711345513	1836.019662
557	0.1710730778	1835.754801
558	0.1710163286	1835.16295
559	0.171010918	1834.764247
560	0.1709893818	1834.568317
561	0.1708714367	1834.291991
562	0.1708665602	1833.958951
563	0.1706653295	1833.566796
564	0.170825773	1833.132343
565	0.1708331269	1832.86851
566	0.1708605813	1832.594017
567	0.1707178789	1832.254286
568	0.1706852283	1831.779066
569	0.1706869404	1830.084055
570	0.1706759326	1829.887977
571	0.1706544114	1829.706501
572	0.1706405126	1829.41517
573	0.1705758543	1828.924077
574	0.1705780161	1828.67717
575	0.1705532204	1828.148576
576	0.1705471671	1827.881683
577	0.1704155256	1827.523075
578	0.1703991879	1827.348097
579	0.1703861398	1826.845352
580	0.1703854336	1826.594674
581	0.1703690847	1826.247105
582	0.1703705379	1825.976767
583	0.1703515573	1825.373099
584	0.1703454886	1824.933937
585	0.1703572861	1824.55095
586	0.170314398	1823.687366
587	0.1702719833	1823.119086
588	0.1702044065	1822.634205
589	0.1701519222	1822.424083
590	0.1701030216	1822.072341
591	0.1701007962	1821.624425
592	0.1700592058	1821.478689
593	0.1699846137	1820.934627
594	0.1699632957	1820.197208
595	0.1699441342	1819.792166
596	0.1699661125	1819.114164
597	0.1699467964	1818.718006
598	0.1698258613	1818.645459
599	0.1698153835	1818.445191
600	0.1698022124	1818.168206
601	0.1697827026	1817.865406
602	0.1697530649	1817.553743
603	0.1697660215	1816.970441
604	0.1697525012	1816.527301
605	0.1697309651	1816.347218
606	0.1696221131	1815.934155
607	0.1696287651	1815.798443
608	0.169617505	1815.52629
609	0.1695685776	1815.11424
610	0.1695460807	1814.482947
611	0.1694647936	1814.110744
612	0.1693931945	1813.541598
613	0.1693800271	1813.253317
614	0.169345633	1813.025506
615	0.1693227117	1812.60835
616	0.1692618242	1811.742631
617	0.1692401641	1811.400678
618	0.1692607365	1811.188303
619	0.1692513285	1810.716672
620	0.1692581315	1810.384415
621	0.1692463709	1810.193149
622	0.1692657602	1809.840641
623	0.1692461123	1809.673388
624	0.1692535314	1809.362634
625	0.1692489723	1808.634669
626	0.1691648014	1808.343771
627	0.1690830973	1807.874296
628	0.1690766456	1807.334681
629	0.1690518395	1807.0687
630	0.1691183037	1806.917891
631	0.1690423244	1806.617737
632	0.1690000668	1806.358189
633	0.169003542	1806.265885
634	0.1689795252	1806.043776
635	0.1689464824	1805.399582
636	0.1689336914	1805.210508
637	0.1688992309	1804.879216
638	0.168877081	1804.616013
639	0.1688783922	1804.27318
640	0.1688466294	1803.789472
641	0.1688372054	1803.564049
642	0.1688075113	1802.88813
643	0.1687230909	1802.248117
644	0.1687046649	1801.960509
645	0.16868595	1801.801148
646	0.1686475074	1801.252884
647	0.1686446327	1801.017556
648	0.1685899686	1800.759802
649	0.1686228644	1800.661422
650	0.1686106083	1800.421342
651	0.1685964286	1800.167124
652	0.1686026737	1800.01816
653	0.1685596642	1799.556362
654	0.1685480697	1799.290773
655	0.1685268295	1799.100809
656	0.1685139604	1798.661314
657	0.1684658372	1798.165239
658	0.1684232792	1797.490837
659	0.1683179978	1797.226407
660	0.1683016001	1796.957331
661	0.1682865527	1796.829825
662	0.1682762178	1796.479488
663	0.1682345111	1796.148351
664	0.168260564	1795.735863
665	0.1682681619	1795.374456
666	0.168143822	1795.188825
667	0.1681393006	1794.833146
668	0.1681316326	1794.452692
669	0.168115344	1794.01896
670	0.1680694946	1793.85922
671	0.1680670227	1793.663192
672	0.1680296412	1793.398416
673	0.1679648622	1793.245688
674	0.1679320294	1792.877492
675	0.1679246413	1792.358275
676	0.167908753	1791.471416
677	0.1680244663	1791.24551
678	0.1680315619	1790.616061
679	0.1680200799	1790.488577
680	0.1679582243	1790.213125
681	0.167965023	1789.95862
682	0.1679746219	1789.872926
683	0.1680238869	1789.419427
684	0.1679980474	1788.936054
685	0.1679804841	1788.587914
686	0.1678923398	1788.202958
687	0.1678797631	1787.692461
688	0.167859891	1787.375681
689	0.1678303331	1787.174718
690	0.1677920546	1786.783174
691	0.1677577263	1786.61598
692	0.1677968151	1786.397243
693	0.1678046902	1786.081944
694	0.1677819766	1785.545411
695	0.1677690413	1785.423948
696	0.1677495558	1785.21883
697	0.1677495199	1785.018196
698	0.1677190904	1784.724306
699	0.1676884177	1784.402677
700	0.1677546697	1783.811128
701	0.1677317348	1783.568415
702	0.1677126791	1783.463555
703	0.1676851395	1783.303283
704	0.167689685	1783.102153
705	0.1676807266	1782.522776
706	0.1676964038	1782.016152
707	0.1676580525	1781.367582
708	0.1676859549	1780.677265
709	0.1676664445	1780.443132
710	0.1676365734	1779.912014
711	0.1675948925	1779.453062
712	0.1675819643	1779.237504
713	0.1675365436	1779.144285
714	0.1675286598	1778.406303
715	0.1675773816	1777.538736
716	0.1675540475	1777.429515
717	0.1674628799	1776.738024
718	0.167434285	1776.233834
719	0.1674284042	1775.928066
720	0.1673690072	1775.406114
721	0.1672984284	1775.268499
722	0.1672504935	1775.114961
723	0.1672422483	1775.010117
724	0.1670812902	1774.741247
725	0.1670482306	1774.341237
726	0.1670373918	1774.072032
727	0.1669901968	1773.897892
728	0.1669935656	1773.229525
729	0.1669792395	1772.995565
730	0.1669435493	1772.698424
731	0.1667706395	1772.559372
732	0.1667278972	1772.22496
733	0.1667204974	1772.032578
734	0.1666685878	1771.532996
735	0.1666367573	1771.431989
736	0.1666182061	1770.907652
737	0.1666387064	1770.476245
738	0.1665519966	1770.282499
739	0.1665457483	1769.952198
740	0.1665336779	1769.520641
741	0.166519242	1769.199282
742	0.1665062219	1768.676556
743	0.1664826119	1768.539366
744	0.166456237	1768.059983
745	0.1662430166	1767.626144
746	0.1662111627	1767.164148
747	0.1662010568	1766.912732
748	0.1661865035	1766.828376
749	0.1662204447	1766.635754
750	0.1662116461	1766.33572
751	0.1662137628	1766.267581
752	0.166222937	1766.141249
753	0.1661974055	1765.878967
754	0.1661937819	1765.634062
755	0.1661675426	1765.268518
756	0.1661386763	1764.904649
757	0.1660268293	1764.531849
758	0.1660219344	1764.366196
759	0.1660075075	1763.994888
760	0.1659933109	1763.154153
761	0.1660019668	1762.998635
762	0.1660147695	1762.86004
763	0.1660650282	1762.755027
764	0.1660596764	1762.541025
765	0.1659819008	1762.080638
766	0.1659314709	1761.550272
767	0.1659215326	1761.255835
768	0.165831837	1761.096432
769	0.1658010034	1760.818644
770	0.1657942313	1760.668782
771	0.1657763995	1760.537711
772	0.1657383236	1760.407484
773	0.1657019315	1760.065714
774	0.1656702722	1759.879029
775	0.1654698995	1759.536291
776	0.1654417083	1759.196543
777	0.1654164996	1759.027227
778	0.1654113801	1758.457174
779	0.1655313898	1757.571601
780	0.165527903	1757.412516
781	0.1655109962	1757.229327
782	0.1654898382	1756.993767
783	0.1654472716	1756.726168
784	0.1654460305	1756.591388
785	0.165446206	1756.356999
786	0.1654209344	1756.128072
787	0.1653857083	1755.879286
788	0.1653643916	1755.470051
789	0.1652413988	1755.281004
790	0.1652428737	1755.022179
791	0.1652002359	1754.784829
792	0.1652017106	1754.450349
793	0.1652020347	1754.302852
794	0.1651845057	1753.975389
795	0.1651725487	1753.589504
796	0.1651770352	1753.445412
797	0.1651818216	1753.140847
798	0.1651461297	1752.991713
799	0.1651223168	1752.848615
800	0.1650791537	1752.708492
801	0.1650601449	1752.611161
802	0.164944935	1752.428466
803	0.16494305	1752.237417
804	0.1649099976	1751.821438
805	0.1648773921	1751.189373
806	0.1648584927	1750.854997
807	0.1648407826	1750.445383
808	0.1648424934	1750.230342
809	0.1647800346	1750.001505
810	0.1647830773	1749.721454
811	0.1647796663	1749.497948
812	0.1646630153	1749.010264
813	0.1646489489	1748.922356
814	0.1646388604	1748.823592
815	0.1645949281	1748.66591
816	0.1646145516	1748.539662
817	0.1645858066	1748.315345
818	0.1644809654	1747.943175
819	0.1644800513	1747.753688
820	0.1644612745	1747.47082
821	0.16444604	1747.328989
822	0.1643884525	1746.98766
823	0.1643752743	1746.834545
824	0.1643535225	1746.666512
825	0.164354578	1746.501166
826	0.1643310195	1746.093263
827	0.1643195249	1745.795126
828	0.1643218087	1745.585338
829	0.1643098993	1745.201387
830	0.1643427302	1745.160159
831	0.1643183758	1744.906165
832	0.1643078357	1744.503839
833	0.1642786126	1744.298532
834	0.1642404681	1744.069829
835	0.1642491229	1743.924871
836	0.1642358619	1743.825718
837	0.1642352467	1743.521683
838	0.1642296814	1743.441482
839	0.1641603084	1743.19841
840	0.164139857	1742.642911
841	0.1641310871	1742.407796
842	0.1641114417	1742.193231
843	0.1641099311	1742.144977
844	0.1640610273	1741.660306
845	0.1640320652	1741.40668
846	0.1640075758	1740.626614
847	0.1639773078	1740.416079
848	0.1639648048	1740.199042
849	0.1639302554	1739.792431
850	0.1638798145	1739.504054
851	0.1638541996	1739.140261
852	0.1638527503	1738.943745
853	0.163826231	1738.640388
854	0.1637806065	1738.462901
855	0.1637876561	1738.317077
856	0.1638060465	1738.147402
857	0.1638202348	1738.100767
858	0.1638248557	1737.710544
859	0.16384835	1737.590152
860	0.1638272834	1737.377265
861	0.1638135932	1737.196517
862	0.1637978982	1737.053989
863	0.1637762925	1736.751757
864	0.1637884459	1736.434339
865	0.1637002988	1736.109242
866	0.1636991027	1735.88984
867	0.1636824075	1735.498556
868	0.1636898926	1735.230986
869	0.1637391833	1734.92892
870	0.1637498392	1734.781099
871	0.1637566613	1734.423681
872	0.1637394476	1734.038677
873	0.1637187389	1733.794758
874	0.1636796646	1733.301844
875	0.1636475057	1733.021987
876	0.1636245384	1732.6919
877	0.1636097376	1732.395115
878	0.1636580207	1732.105557
879	0.1636408556	1731.754834
880	0.1636611111	1731.610641
881	0.1636428174	1731.375621
882	0.1636266074	1730.781499
883	0.1636260948	1730.3717
884	0.1636264681	1730.250654
885	0.1636108283	1729.945637
886	0.163604229	1729.650125
887	0.1635855555	1729.283077
888	0.1635786206	1729.193896
889	0.1635210494	1728.908721
890	0.1635141915	1728.603586
891	0.1635150366	1728.515262
892	0.1634923897	1728.361171
893	0.1634796772	1728.130218
894	0.1634346355	1727.911773
895	0.1634264655	1727.591902
896	0.1633888963	1727.302419
897	0.1633344666	1727.152224
898	0.1632723613	1726.956071
899	0.1632566392	1726.521572
900	0.1632391554	1726.416897
901	0.1632208727	1726.165321
902	0.1632096994	1726.006343
903	0.1632076028	1725.83709
904	0.1631170551	1725.542458
905	0.1631020517	1725.050859
906	0.1630892127	1724.902645
907	0.1630742957	1724.408305
908	0.1630382511	1724.14614
909	0.1629725509	1723.932346
910	0.1629671477	1723.833476
911	0.1629583139	1723.74745
912	0.1629284128	1723.575006
913	0.1629188347	1723.32637
914	0.1629034436	1723.066503
915	0.1628891977	1722.964922
916	0.1628600239	1722.843451
917	0.1628684571	1722.698877
918	0.162842995	1722.249605
919	0.1628777164	1721.977918
920	0.1628577842	1721.881179
921	0.162788062	1721.566871
922	0.1627850152	1721.427204
923	0.1627782284	1721.193309
924	0.1627485916	1720.888222
925	0.1626877251	1720.313741
926	0.1626660236	1719.903624
927	0.1626542554	1719.751102
928	0.1626605153	1719.557542
929	0.1626647414	1719.333702
930	0.1626436076	1719.06223
931	0.1626397947	1718.83949
932	0.1625882281	1718.613273
933	0.1625678292	1718.24854
934	0.1625551611	1718.116039
935	0.1625530985	1718.009948
936	0.1625626335	1717.935408
